Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Bonnevie,Venus,92.20,-36.10,127.00,"Crater, craters",1991,Norwegian biologist.
Bonnin,Venus,28.50,-6.30,117.60,"Crater, craters",1994,"Gertrude (Zitkala-sa) Dakota reformer, writer (1875-1938)."
Boszorkány Dorsa,Venus,550.00,-19.50,105.00,"Dorsum, dorsa",2003,"Hungarian witch, flies over the sky."
Boulanger,Venus,71.50,-26.60,99.20,"Crater, craters",1991,"Nadia; French pianist, composer (1881-1979)."
Bourke-White,Venus,33.60,21.20,147.90,"Crater, craters",1991,Margaret; American photo-journalist (1905-1971).
Boyd,Venus,22.00,-39.40,221.40,"Crater, craters",1994,Louise; American explorer (1887-1972).
Boye,Venus,28.00,-9.60,292.30,"Crater, craters",1994,"Karen; Swedish poet, novelist (1900-1941)."
Bradstreet,Venus,36.00,16.50,47.70,"Crater, craters",1994,Anne; American poet (c. 1612-1672).
Branwen Corona,Venus,320.00,27.00,35.00,"Corona, coronae",2000,British goddess of love.
[Breksta Dorsa],Venus,700.00,35.90,304.00,"Dorsum, dorsa",1985,Lithuanian night darkness goddess. (Name changed to Breksta Linea August 2004.)
Breksta Linea,Venus,700.00,35.90,304.00,"Linea, lineae",1985,Lithuanian night darkness goddess. (Name changed from Breksta Dorsa August 2004.)
Bremer Patera,Venus,91.00,66.80,63.70,"Patera, paterae",1991,"Frederika; Swedish writer, reformer, feminist (1801-1865)."
Bridgit,Venus,10.00,-45.30,348.90,"Crater, craters",1991,Irish first name.
[Brigit Tholus],Venus,0.00,49.00,246.00,"Tholus, tholi",1985,"Celtic goddess of wisdom, doctoring, smithing."
Britomartis Chasma,Venus,1000.00,-33.00,130.00,"Chasma, chasmata",1994,Greek/Cretan goddess of the hunt.
Brooke,Venus,22.90,48.40,296.60,"Crater, craters",1985,Frances; Canadian novelist (1724-1789).
Browning,Venus,23.40,28.30,4.90,"Crater, craters",1985,Elizabeth; British poet (1806-1861).
Bryce,Venus,23.90,-62.50,197.00,"Crater, craters",1994,Lucy; Australian medical pioneer (1897-1968).
Brynhild Fossae,Venus,1800.00,-26.00,18.00,"Fossa, fossae",1997,Norse warrior maiden.
Buck,Venus,21.80,-5.70,349.60,"Crater, craters",1991,Pearl S.; American writer (1892-1973).
Budevska,Venus,18.00,0.50,143.20,"Crater, craters",1991,Adriana; Bulgarian actress (1878-1955).
Bugoslavskaya,Venus,29.90,-23.00,300.40,"Crater, craters",1994,Yevgenia; Soviet astronomer (1899-1960).
Bunzi Mons,Venus,36.00,45.80,354.90,"Mons, montes",1991,Woyo (Zaire) rainbow goddess.
Caccini,Venus,38.10,17.40,170.40,"Crater, craters",1994,"Francesca; Italian poet, composer (c. 1581-c. 1640)."
Cailleach Corona,Venus,125.00,-48.00,88.30,"Corona, coronae",1994,Scottish Celtic fertility goddess.
Caitlin,Venus,14.70,-65.30,12.00,"Crater, craters",1994,Welsh first name.
Caiwenji,Venus,22.60,-12.40,287.60,"Crater, craters",1994,Cai Yan; Chinese poet and musician (2nd-3rd century AD).
Calakomana Corona,Venus,575.00,6.50,43.50,"Corona, coronae",1994,Pueblo Indian corn goddess.
Caldwell,Venus,51.00,23.60,112.40,"Crater, craters",1994,Taylor; American author (1900-1985).
Callas,Venus,33.80,2.40,27.00,"Crater, craters",1991,Maria; American opera singer (1923-1977).
Callirhoe,Venus,33.80,21.20,140.70,"Crater, craters",1991,Greek sculptor (c. 600 B.C.).
Carmenta Farra,Venus,180.00,12.40,8.00,"Farrum, farra",1994,Roman goddess of springs.
Caroline,Venus,18.00,6.90,306.30,"Crater, craters",1994,First name from French.
Carpo Corona,Venus,215.00,-37.50,3.00,"Corona, coronae",1994,Greek fertility goddess.
Carr,Venus,31.90,-24.00,295.70,"Crater, craters",1994,Emily; Canadian artist (1871-1945).
Carreno,Venus,57.00,-3.90,16.10,"Crater, craters",1991,"Teresa; Venezuelan pianist, composer (1853-1917)."
[Carriera Patera],Venus,97.00,48.60,48.80,"Patera, paterae",1991,Rosalba; Italian portrait painter (1675-1757).
Carson,Venus,38.80,-24.20,344.10,"Crater, craters",1991,"Rachel; American biologist, author (1907-1964)."
Carter,Venus,17.50,5.30,67.30,"Crater, craters",1994,"Maybelle; American singer, songwriter (1909-1978)."
Cassatt Corona,Venus,152.00,65.60,207.60,"Corona, coronae",1997,Mary; American Impressionist painter (1844-1926). Name changed from Cassatt Patera.
[Cassatt Patera],Venus,152.10,65.60,207.70,"Patera, paterae",1991,Mary; American Impressionist painter (1844-1926). Name changed to Cassatt Corona.
Castro,Venus,22.90,3.40,233.90,"Crater, craters",1994,"Rosalie; Spanish poet, novelist (1837-1885)."
Cather,Venus,24.60,47.10,107.00,"Crater, craters",1985,Willa; American novelist (1876-1947).
Cauteovan Corona,Venus,553.00,31.50,142.90,"Corona, coronae",1991,Kataba (Columbia) fertility goddess.
Cavell Corona,Venus,100.00,38.30,18.80,"Corona, coronae",2003,"Edith; British nurse, heroine (1865-1915). (Changed from Cavell Patera.)"
[Cavell Patera],Venus,76.00,37.90,18.70,"Patera, paterae",1991,"Edith; British nurse, heroine (1865-1915). (Changed to Cavell Corona.)"
Cavillaca Fluctus,Venus,800.00,-72.00,340.00,"Fluctus, fluctūs",1997,"Huarochiri (Peru) virgin goddess, turned herself into a rock."
Centlivre,Venus,28.80,19.10,290.40,"Crater, craters",1994,"Susannah; English actress, playwright (c. 1667-1723)."
Ceres Corona,Venus,675.00,-16.00,151.50,"Corona, coronae",1994,Roman harvest goddess.
Cerridwen Corona,Venus,217.00,49.60,201.80,"Corona, coronae",1997,Celtic nature goddess.
Changko Corona,Venus,200.00,10.90,6.20,"Corona, coronae",2000,Kachin (Burma/Myanmar) mother of all humans.
Chang Xi Chasmata,Venus,220.00,-59.00,17.00,"Chasma, chasmata",1997,"Chinese, gave birth to twelve moons."
Chantico Corona,Venus,200.00,-1.70,215.00,"Corona, coronae",2003,Aztec hearth goddess.
Chanum Coronae,Venus,330.00,-29.20,245.50,"Corona, coronae",2006,Kachin (Tibetan people of Burma/Myanmar) creator goddess.
Chapelle,Venus,22.00,6.40,103.80,"Crater, craters",1991,"Georgette; Am. photo-journalist, killed in Viet Nam (1919-1965)."
Charykh-Keyok Dorsa,Venus,550.00,54.50,285.00,"Dorsum, dorsa",1997,Khakasian (S. Siberia) magic bird.
Chasca Vallis,Venus,400.00,-52.80,359.00,"Vallis, valles",1997,Quechua name for planet Venus.
Chechek,Venus,7.20,-2.60,272.30,"Crater, craters",1997,Tuva (Siberia) first name.
Chernava Colles,Venus,1000.00,-10.50,335.50,"Collis, colles",1997,"Russian sea maiden, sea czar's daughter."
Cherskaya Patera,Venus,85.00,-5.20,232.50,"Patera, paterae",2003,"Mavra Pavlovna; Russian explorer of E. Siberia, wife of Ivan Chersky (c. 1850 - c. 1900)."
Chih Nu Dorsum,Venus,625.00,-73.00,195.00,"Dorsum, dorsa",1994,Chinese sky goddess.
Chimon-mana Tessera,Venus,1500.00,-3.00,270.00,"Tessera, tesserae",1997,Hopi (SW USA) goddess of insane.
Chiun Corona,Venus,150.00,18.30,340.50,"Corona, coronae",1994,Hebrew fertility goddess.
Chiyojo,Venus,40.20,-47.80,95.70,"Crater, craters",1991,Japanese poet.
Chloe,Venus,18.60,-7.40,98.60,"Crater, craters",1994,First name from Greek.
Chloris Mons,Venus,180.00,-45.40,294.60,"Mons, montes",1997,Greek flower goddess.
Cholpon,Venus,6.30,40.00,290.00,"Crater, craters",1997,Kyrgyz first name.
Chondi Chasma,Venus,1000.00,-18.50,230.00,"Chasma, chasmata",2003,Bengali goddess of wild animals.
Christie,Venus,23.30,28.30,72.70,"Crater, craters",1985,Agatha; British novelist (1891-1976).
Chubado,Venus,7.00,45.30,5.60,"Crater, craters",1997,Fulbe first name.
Chuginadak Mons,Venus,450.00,-38.00,246.00,"Mons, montes",1997,Aleutian volcano goddess.
Chuku Corona,Venus,380.00,-23.50,265.50,"Corona, coronae",2000,Igbo (Nigeria) creator goddess.
Cipactli Mons,Venus,200.00,-31.50,332.50,"Mons, montes",1997,Aztec crocodile-like monster-goddess from which the earth was created.
Citlalpul Vallis,Venus,3160.00,-51.80,187.00,"Vallis, valles",1994,Aztec name for planet Venus. Name changed from Citlalpul Valles.
[Ciuacoatl Corona],Venus,100.00,53.00,150.90,"Corona, coronae",1994,Aztec earth goddess. Changed to Ciuacoatl Mons.
Ciuacoatl Mons,Venus,100.00,53.00,150.90,"Mons, montes",1997,Aztec earth goddess. Changed from Ciuacoatl Corona.
Clara,Venus,3.20,-37.50,235.30,"Crater, craters",2000,First name from Latin.
Clementina,Venus,4.00,35.90,208.60,"Crater, craters",2006,"Portuguese form of Clementine, French first name."
Cleopatra,Venus,105.00,65.80,7.10,"Crater, craters",1982,"Egyptian queen, notable for love affairs with Julius Caesar and Mark Anthony (69-30 B.C.)."
[Cleopatra Patera],Venus,119.00,66.00,6.90,"Patera, paterae",1982,Egyptian queen c. 69-30 B.C. Changed to Cleopatra as crater name.
Clidna Tessera,Venus,500.00,-42.00,29.00,"Tessera, tesserae",1997,Irish bird goddess of afterlife.
Cline,Venus,38.00,-21.80,317.10,"Crater, craters",1994,Patsy; American singer (1932-1963).
Clio,Venus,11.40,6.30,333.50,"Crater, craters",1997,Greek first name.
Clonia Corona,Venus,100.00,16.00,167.40,"Corona, coronae",2003,Greek Earth and nature goddess.
Clotho Tessera,Venus,289.00,56.40,334.90,"Tessera, tesserae",1985,Greek; one of three Fates.
Coatlicue Corona,Venus,199.00,63.20,273.00,"Corona, coronae",1985,Aztec earth goddess.
Cochran,Venus,100.00,51.90,143.40,"Crater, craters",1985,Jacqueline; American aviator (c. 1906-1980).
Cocomama Tessera,Venus,1600.00,-62.00,23.00,"Tessera, tesserae",1997,Quechua (Peru) happiness goddess.
Codidon Corona,Venus,250.00,-46.00,56.00,"Corona, coronae",1997,Arauakan (Colombia) great mother goddess.
Cohn,Venus,18.30,-33.30,208.10,"Crater, craters",1994,Carola; Australian artist (1892-1964).
[Colette],Venus,0.00,65.00,322.00,"Crater, craters",1982,Claudine; French novelist (1873-1954).
Colette Patera,Venus,149.00,66.30,322.80,"Patera, paterae",1982,Claudine; French novelist (1873-1954).
Colijnsplaat Corona,Venus,350.00,-32.00,151.00,"Corona, coronae",1994,Teutonic fertility goddess.
Colleen,Venus,13.50,-60.80,162.20,"Crater, craters",1994,Irish first name.
[Colonna],Venus,28.00,64.70,216.80,"Crater, craters",1994,Vittoria; Italian poet (c. 1490-1547).
Comnena,Venus,19.50,1.20,343.70,"Crater, craters",1994,"Anna; Byzantine princess, physician, writer (1083-1148)."
Conway,Venus,49.30,48.30,39.00,"Crater, craters",1994,Anne Finch; English natural scientist (1631-1679).
Copacati Mons,Venus,80.00,34.80,276.80,"Mons, montes","May 10, 2007",Inca lake goddess.
Copia Corona,Venus,500.00,-42.50,75.50,"Corona, coronae",1994,Roman goddess of plenty.
[Corday Patera],Venus,135.00,62.70,40.20,"Patera, paterae",1991,Charlotte; French patriot (1768-1798).
Cori,Venus,56.10,25.40,72.90,"Crater, craters",1991,"Gerty; Czech biochemist, Nobel laureate (1896-1957)."
Corinna,Venus,19.20,22.90,40.60,"Crater, craters",1994,Greek poet (fl. c. 490 B.C.).
Corpman,Venus,46.00,0.30,151.80,"Crater, craters",1994,"Elizabeth; Polish astronomer, wife of Hevelius (17th century)."
Cortese,Venus,27.70,-11.40,218.40,"Crater, craters",1994,"Isabella; Italian physician, medical writer (d. 1561)."
[Cotis Mons],Venus,62.00,44.10,233.10,"Mons, montes",1985,"Thracian goddess, mother of gods, similar to Cybele. Name changed to Cotis Tholus."
Cotis Tholus,Venus,62.00,44.30,233.00,"Tholus, tholi",1997,"Thracian goddess, mother of gods, similar to Cybele. Named changed from Cotis Mons."
Cotton,Venus,48.10,70.80,300.20,"Crater, craters",1985,Egenni; French physicist (1881-1967).
Cunitz,Venus,48.60,14.50,350.90,"Crater, craters",1991,Maria; Polish astronomer-mathematician (1610-1664).
Cybele Corona,Venus,500.00,-7.50,20.70,"Corona, coronae",1994,Phrygian fertility goddess.
Cynthia,Venus,15.90,-16.70,347.50,"Crater, craters",1991,First name from Greek.
Dado,Venus,11.20,-13.90,87.60,"Crater, craters",1997,Fulbe first name.
Dafina,Venus,5.50,28.60,244.10,"Crater, craters",1997,Albanian first name.
Dali Chasma,Venus,2077.00,-17.60,167.00,"Chasma, chasmata",1982,Georgian; goddess of hunt.
Damona Corona,Venus,140.00,48.90,28.00,"Corona, coronae",2003,"Gaulish fertility goddess, “;Great Cow“;."
Danilova,Venus,48.80,-26.40,337.20,"Crater, craters",1991,"Maria; Russian ballet dancer (1793-1810), Alexandra; Russian-American ballet dancer (1903-1997)."
Danu Montes,Venus,808.00,58.50,334.00,"Mons, montes",1985,Celtic mother of gods.
Danute,Venus,12.30,-63.50,56.50,"Crater, craters",1994,Lithuanian first name.
Daphne,Venus,15.50,41.30,280.40,"Crater, craters",1994,First name from Greek.
Darago Fluctus,Venus,775.00,-11.50,313.50,"Fluctus, fluctūs",1994,Philippine volcano goddess.
Darclée Patera,Venus,15.00,-37.40,263.80,"Patera, paterae",2006,Hariclea; Romanian soprano singer (1860-1939).
Darline,Venus,13.00,-19.30,232.60,"Crater, craters",1994,Anglo-Saxon first name.
Dashkova,Venus,45.10,78.20,306.50,"Crater, craters",1985,Yekaterina; Russian philologist (1743-1810).
Datsolalee,Venus,17.50,38.30,171.80,"Crater, craters",1994,"Washo Indian artist, basket maker (1835-1925)."
Daura Chasma,Venus,729.00,73.80,53.80,"Chasma, chasmata",1985,Hausa (W. Sudan) great huntress.
Davies Patera,Venus,93.00,47.20,269.30,"Patera, paterae",1991,Emily Sarah; British educator; college founder (1830-1921).
de Ayala,Venus,19.00,12.40,31.90,"Crater, craters",1994,Josefa; Spanish painter (1630-1684).
de Beausoleil,Venus,28.20,-5.00,102.80,"Crater, craters",1994,Martine; French earth science researcher (17th century).
de Beauvoir,Venus,52.50,2.00,96.10,"Crater, craters",1991,Simone; French writer (1908-1986).
Deborah,Venus,9.70,-37.30,10.60,"Crater, craters",1997,Hebrew first name.
Defa,Venus,8.50,32.20,11.30,"Crater, craters",1997,Fulbe first name.
Degu,Venus,5.50,27.30,289.90,"Crater, craters",1997,Adygan (N. Caucasus) first name.
Deken,Venus,48.00,47.10,288.50,"Crater, craters",1985,Agatha; Dutch novelist (1741-1804).
Dekla Tessera,Venus,1363.00,57.40,71.80,"Tessera, tesserae",1985,Latvian goddess of fate.
de Lalande,Venus,21.30,20.50,355.00,"Crater, craters",1991,Marie-Jeanne; French astronomer (1768-1832).
Deledda,Venus,32.00,76.00,127.50,"Crater, craters",1985,Grazia; Italian novelist (1871-1936).
Delilah,Venus,18.50,-57.90,250.20,"Crater, craters",1994,First name from Hebrew.
Deloria,Venus,31.90,-32.00,97.10,"Crater, craters",1991,Ella; Dakota (Sioux) anthropologist (1888-1971).
Demeter Corona,Venus,560.00,53.90,294.80,"Corona, coronae",1985,Greek goddess of fertility.
Demvamvit Corona,Venus,370.00,-65.50,38.00,"Corona, coronae",1997,Gurage (SW Ethiopia) women's goddess.
Dena,Venus,2.40,-20.70,338.70,"Crater, craters",2000,Lithuanian first name. Name changed from Drena.
Denise,Venus,2.00,-14.40,94.70,"Crater, craters",2006,Greek first name.
Dennitsa Dorsa,Venus,872.00,85.60,205.90,"Dorsum, dorsa",1985,"Slavic goddess of day, light."
Deohako Corona,Venus,300.00,-67.50,118.00,"Corona, coronae",1997,Seneca Iroquois spirit of crops.
Derceto Corona,Venus,200.00,-46.80,20.20,"Corona, coronae",1994,Phillistine fertility goddess.
de Staël,Venus,25.00,37.40,324.30,"Crater, craters",1994,Anne; French writer (1766-1817).
d'Este,Venus,21.60,-34.30,238.90,"Crater, craters",1994,"Isabella; Italian archaeologist, businesswoman (1474-1539)."
Destinnová Patera,Venus,15.00,-31.50,250.20,"Patera, paterae",2006,"Ema (pseudonym of Emilia Kittlova); Bohemian/Czech singer, also known as Emmy Destinn (1878-1930)."
Devana Chasma,Venus,2000.00,22.00,283.50,"Chasma, chasmata",1982,Czechoslovakian goddess of hunting.
Devorah,Venus,4.80,-22.50,343.40,"Crater, craters",1994,Hebrew first name.
Devorguilla,Venus,22.90,15.30,4.00,"Crater, craters",1991,Irish heroine (d. 1193).
Dewi Ratih Chasma,Venus,1000.00,-6.50,359.70,"Chasma, chasmata",2000,Bali (Indonesia) moon goddess.
De Witt,Venus,20.70,-6.50,275.60,"Crater, craters",1994,Lydia; American pathologist (1859-1928).
Dheepa,Venus,4.70,-21.60,176.30,"Crater, craters",2000,First name from India.
Dhisana Corona,Venus,100.00,14.50,111.70,"Corona, coronae",1994,Vedic goddess of plenty.
Dhorani Corona,Venus,200.00,-8.00,243.00,"Corona, coronae",1997,Thai earth and love goddess.
Diana Chasma,Venus,938.00,-14.80,154.80,"Chasma, chasmata",1982,Roman goddess of hunt/moon.
Dickinson,Venus,67.50,74.60,177.20,"Crater, craters",1985,Emily; American poet (1830-1886).
Didilia Corona,Venus,320.00,19.00,38.00,"Corona, coronae",1997,E. Slavic childbirth goddess.
Dietrich Patera,Venus,100.00,-5.30,235.30,"Patera, paterae",2003,Marlene (Maria Magdalena von Losch); German-born American actress (1901-1992).
Dilbat Vallis,Venus,420.00,-55.00,184.00,"Vallis, valles",2000,Assyro-Babylonian name for planet Venus.
Dilga Corona,Venus,220.00,-18.70,250.40,"Corona, coronae",2000,Karadjeri (NW Australia) Earth goddess.
Dinah,Venus,15.60,-62.90,37.10,"Crater, craters",1994,Hebrew first name.
Dione Regio,Venus,2300.00,-31.50,328.00,"Regio, regiones",1991,Greek Titanness; 1st wife of Zeus.
Disani Corona,Venus,300.00,2.70,57.50,"Corona, coronae",2003,Nuristan (NE Afghanistan) fertility goddess.
Discordia Linea,Venus,800.00,-58.00,246.50,"Linea, lineae",1997,"Roman war goddess, close to Bellona."
Dix,Venus,63.30,-37.00,329.00,"Crater, craters",1994,"Dorothea; American nurse, reformer (1802-1887)."
Djabran Fluctus,Venus,300.00,-43.50,183.00,"Fluctus, fluctūs",1997,Abkhazian goddess of goats.
Djata Fluctus,Venus,280.00,66.50,307.50,"Fluctus, fluctūs",1997,"Ngadju (Kalimantan Isl., Indonesia) water goddess."
Dodola Dorsa,Venus,607.00,46.80,272.60,"Dorsum, dorsa",1985,South Slavic rain goddess.
Dolores,Venus,12.60,51.40,201.60,"Crater, craters",1985,Spanish first name.
Dolya Tessera,Venus,1100.00,-8.00,296.00,"Tessera, tesserae",1997,E. Slavic good fate goddess.
Domnika,Venus,6.70,18.40,294.30,"Crater, craters",1997,Moldavian first name.
Doris,Venus,14.50,2.30,90.00,"Crater, craters",1994,First name from Greek.
Dorothy,Venus,8.40,-35.40,11.30,"Crater, craters",1997,Greek first name.
Dotetem Fluctus,Venus,530.00,-6.00,177.50,"Fluctus, fluctūs",1997,Ketian (Yenisey R.) evil spirit.
Dou-Mu Tesserae,Venus,400.00,-60.00,244.00,"Tessera, tesserae",1997,Chinese life/death ruling goddess.
Dröl-ma Tholus,Venus,40.00,24.20,6.30,"Tholus, tholi",2000,Tibetan goddess of compassion.
Dsonkwa Regio,Venus,1500.00,-53.00,167.00,"Regio, regiones",1997,Kwakiutl (NW Coast) forest giantess.
du Chatelet,Venus,18.50,21.50,165.00,"Crater, craters",1994,"Emilie; French mathematician, physicist (1706-1749)."
Dudumitsa Dorsa,Venus,980.00,-13.50,358.00,"Dorsum, dorsa",2000,Bulgarian rain deity.
Duncan,Venus,40.30,68.10,291.70,"Crater, craters",1985,Isadora; American dancer (1878-1927).
Dunghe,Venus,5.50,-56.20,295.30,"Crater, craters",1997,Kalmyk first name.
Dunne-Musun Corona,Venus,630.00,-60.00,85.00,"Corona, coronae",1997,Evenk (Tungu) earth and taiga mistress.
Durant,Venus,21.10,-62.30,227.70,"Crater, craters",1994,Ariel; American writer (1898-1981).
Durga Corona,Venus,227.00,-31.10,286.20,"Corona, coronae","Sep 25, 2006","Hindu goddess of Earth, nature, and evil."
Duse,Venus,30.40,-82.50,358.00,"Crater, craters",1994,Eleonora; Italian actress (1858-1924).
Dutrieu Patera,Venus,80.00,33.80,198.50,"Patera, paterae",2006,Helene; Belgian/French pioneer aviatrix (1877-1961).
Dyamenyuo Corona,Venus,200.00,-57.50,42.50,"Corona, coronae",1997,Enets (Samoyed) women's and childbirth deity.
Dyan-Mu Dorsa,Venus,687.00,78.20,31.90,"Dorsum, dorsa",1985,Chinese lightning goddess.
Dyasya,Venus,7.80,5.10,297.60,"Crater, craters",1997,Nganasan (Samoyed) first name.
Dylacha Dorsa,Venus,650.00,-19.00,76.00,"Dorsum, dorsa",1997,Evenk/Tungu (Siberia) sun goddess.
Dzalarhons Mons,Venus,120.00,0.50,34.00,"Mons, montes",1997,Haida (NW Coast) volcano goddess.
Dzerassa Planitia,Venus,2800.00,-15.00,295.00,"Planitia, planitiae",1997,Ossetian epic heroine; golden-haired daughter of water king.
Dziwica Chasma,Venus,1300.00,-16.50,235.00,"Chasma, chasmata",2003,"Forest maiden in myths of Luzicke Serby/Sorben/Wenden, W. Slavic group in E. Germany."
Dzuzdi Corona,Venus,80.00,35.20,20.60,"Corona, coronae",2003,"W. Komi-Permyakan (Ural Finn) mythological ancestor of Zyuzdino tribes, Upper Kama River area."
Dzyzlan Vallis,Venus,250.00,-16.00,182.00,"Vallis, valles",1997,Abkhazian river goddess.
[Earhart],Venus,0.00,72.00,136.00,"Crater, craters",1982,Amelia; American aviator (1897-1937).
Earhart Corona,Venus,414.00,70.10,136.20,"Corona, coronae",1985,Amelia; American aviator (1897-1937).
Edda Corona,Venus,50.00,47.20,25.40,"Corona, coronae",2003,"Scandinavian goddess, “;great grandmother“;, first woman to produce offspring."
Edgeworth,Venus,29.00,32.20,22.80,"Crater, craters",1985,Maria; Irish writer (1767-1849).
Edinger,Venus,33.30,-68.80,208.50,"Crater, craters",1994,Tilly; American geologist (1897-1967).
Efimova,Venus,26.50,81.00,223.00,"Crater, craters",1985,(Simonovich-Efimova) Nina; Soviet painter and puppet-theatre designer (1877-1948).
